Patente|Pedimento|SeccionAduanera|TipoFecha|FechaOperacion|FechaValidacionPagoR
1669|5003141|510|1|2025-12-30|2026-01-07 13:43:01|
3949|5060547|071|2|2026-01-08|2026-01-08 19:55:02|
1680|6024636|240|1|2026-01-26|2026-01-26 18:29:01|
1680|6005532|230|3|2025-12-31|2026-01-07 17:51:01|
1680|6024625|240|1|2026-01-21|2026-01-21 14:02:05|
1680|6011265|240|2|2026-01-23|2026-01-23 16:59:05|
3147|5005608|850|2|2026-01-20|2026-01-20 14:03:06|
1680|5031261|800|2|2026-01-08|2026-01-08 15:55:03|
1669|5022896|430|2|2026-01-08|2026-01-08 18:10:01|
3949|5104821|071|5|2025-12-01|2026-01-08 13:26:00|
1680|6011268|240|1|2026-01-23|2026-01-23 16:59:09|
3147|5000826|850|5|2025-12-17|2026-01-08 14:05:13|
3147|5038480|470|2|2026-01-08|2026-01-08 15:50:01|
1669|5022895|430|1|2025-12-01|2026-01-07 10:06:00|
1680|5000283|230|2|2026-01-07|2026-01-07 12:44:01|
1680|5031261|800|1|2025-12-01|2026-01-08 15:55:03|
3147|5024442|650|2|2026-01-08|2026-01-08 17:42:00|
3949|5104836|071|2|2026-01-09|2026-01-09 15:44:01|
1669|6900440|510|1|2025-11-28|2026-01-28 15:44:01|
3147|5038222|470|2|2026-01-27|2026-01-27 13:49:03|
1680|5031253|800|1|2025-12-01|2026-01-28 12:58:02|
1680|6024616|240|1|2026-01-16|2026-01-16 16:34:11|
3949|6900421|160|2|2026-01-23|2026-01-23 12:03:01|
1680|6024605|240|2|2026-01-14|2026-01-14 12:48:04|
3949|5000639|672|5|2025-12-31|2026-01-02 16:13:00|
1680|6011231|240|2|2026-01-12|2026-01-12 18:09:08|
1680|5035188|800|5|2025-12-02|2026-01-06 17:13:03|
1680|6000840|800|3|2026-01-23|2026-01-23 14:22:02|
1680|6024633|240|1|2026-01-23|2026-01-23 18:49:01|
3949|5060542|071|1|2025-12-06|2026-01-10 12:39:01|
1680|5031302|800|1|2025-12-01|2026-01-12 17:03:02|
3147|5038700|470|5|2025-12-16|2026-01-08 18:40:01|
1680|6024614|240|2|2026-01-15|2026-01-15 18:49:04|
3949|5104836|071|1|2025-12-23|2026-01-09 15:44:01|
3569|5027507|232|1|2025-12-02|2026-01-08 09:45:01|
1680|5092146|240|1|2025-12-16|2026-01-07 11:28:01|
3569|5027459|232|5|2025-12-24|2026-01-06 11:29:00|
1680|6011286|240|1|2026-01-31|2026-01-31 14:41:03|
1680|6000824|800|3|2026-01-30|2026-01-30 14:26:01|
1680|6024624|240|1|2026-01-20|2026-01-20 18:31:03|
3949|5000635|670|1|2025-12-01|2026-01-12 10:16:01|
3949|5060520|070|5|2025-12-31|2026-01-02 18:23:00|
3147|5024156|650|2|2026-01-07|2026-01-07 10:21:00|
1680|6024637|240|1|2026-01-26|2026-01-26 18:30:02|
3147|6001296|470|2|2026-01-21|2026-01-21 12:54:01|
1680|6011222|240|2|2026-01-09|2026-01-09 19:07:05|
1669|6900408|510|2|2026-01-19|2026-01-19 13:28:02|
3147|6001397|470|3|2026-01-23|2026-01-23 18:30:02|
1669|5000229|810|2|2026-01-08|2026-01-08 15:39:01|
1680|6000826|800|3|2026-01-09|2026-01-09 16:32:01|
1680|6024625|240|2|2026-01-21|2026-01-21 14:02:05|
1733|5036100|640|1|2025-12-15|2026-01-07 19:12:01|
1669|5000225|810|1|2025-12-23|2026-01-08 15:37:00|
1680|5092190|240|1|2025-12-05|2026-01-09 12:43:04|
1680|6002456|800|3|2026-01-14|2026-01-14 13:24:04|
1680|5031294|800|1|2025-12-01|2026-01-14 14:56:01|
3949|6000506|670|2|2026-01-26|2026-01-26 14:14:00|
1680|5018472|800|2|2026-01-08|2026-01-08 15:33:13|
3147|6001206|470|1|2025-07-31|2026-01-20 16:41:02|
1680|5036308|240|1|2025-12-29|2026-01-02 16:20:09|
1680|5092157|240|1|2025-12-12|2026-01-08 18:50:02|
3147|5005610|850|2|2026-01-26|2026-01-26 19:51:12|
3949|5104853|071|1|2025-12-06|2026-01-07 13:14:03|
1669|6900401|510|2|2026-01-07|2026-01-13 17:15:03|
1669|6003628|430|2|2026-01-21|2026-01-21 13:11:03|
1669|6900370|510|1|2026-01-01|2026-01-03 09:35:00|
1680|5031288|800|1|2025-12-01|2026-01-09 16:55:04|
3949|6000015|670|3|2026-01-22|2026-01-22 11:37:01|
1680|5050317|800|1|2025-12-12|2026-01-07 14:56:01|
1680|6002507|800|2|2026-01-30|2026-01-30 15:24:02|
1680|5000866|240|1|2025-12-30|2026-01-27 17:59:02|
3949|5060528|071|5|2025-12-31|2026-01-06 11:22:01|
3949|5104821|071|2|2026-01-08|2026-01-08 13:26:00|
1680|5031280|800|2|2026-01-08|2026-01-08 16:47:02|
1680|5005485|230|5|2025-12-31|2026-01-06 13:18:03|
3949|5104832|071|2|2026-01-06|2026-01-06 14:31:01|
1680|5092186|240|2|2026-01-08|2026-01-08 10:01:06|
3949|5104853|071|2|2026-01-07|2026-01-07 13:14:03|
1680|5092190|240|2|2026-01-09|2026-01-09 12:43:04|
1669|5000228|810|1|2025-12-30|2026-01-08 15:41:00|
1680|5092147|240|2|2026-01-08|2026-01-08 09:11:02|
1680|5092029|240|2|2026-01-09|2026-01-09 16:26:10|
1680|6002470|800|3|2026-01-20|2026-01-20 15:49:02|
3949|5060523|071|5|2025-12-31|2026-01-08 12:49:05|
3147|5005612|850|2|2026-01-26|2026-01-26 19:52:11|
1680|6011280|240|1|2026-01-30|2026-01-30 18:41:08|
1680|5083929|240|1|2025-12-31|2026-01-19 09:16:02|
1680|5092194|240|1|2025-12-05|2026-01-08 10:01:05|
1669|5000220|810|1|2025-12-23|2026-01-08 15:19:05|
1680|6024623|240|2|2026-01-20|2026-01-20 10:51:07|
1680|6002485|800|2|2026-01-16|2026-01-16 15:26:02|
1680|6024635|240|1|2026-01-26|2026-01-26 13:49:06|
1680|5005499|230|2|2026-01-07|2026-01-07 12:19:03|
3147|5023950|650|1|2025-12-18|2026-01-07 08:40:01|
1680|6000835|800|2|2025-12-15|2026-01-13 17:41:08|
1680|6011226|240|1|2026-01-09|2026-01-09 19:07:08|
1680|5092147|240|1|2025-12-18|2026-01-08 09:11:02|
1680|5031264|800|2|2026-01-08|2026-01-08 10:38:00|
1680|6000834|800|2|2025-12-15|2026-01-13 17:35:03|
1669|5000232|810|5|2025-12-31|2026-01-05 15:53:01|
1680|5092029|240|1|2025-12-03|2026-01-09 16:26:10|
1680|5031282|800|1|2025-12-01|2026-01-14 08:30:01|
1680|6002474|800|2|2026-01-21|2026-01-21 15:15:06|
1680|5092173|240|2|2026-01-05|2026-01-05 13:16:02|
1669|6900415|510|1|2026-01-20|2026-01-21 13:38:01|
1680|5050301|800|2|2026-01-07|2026-01-07 13:03:02|
1680|6024634|240|2|2026-01-23|2026-01-23 19:33:04|
1680|5005498|230|1|2025-12-05|2026-01-07 12:19:02|
1680|6011224|240|2|2026-01-09|2026-01-09 19:07:07|
1733|6003771|640|3|2026-01-29|2026-01-29 17:47:02|
3949|5005113|160|2|2026-01-07|2026-01-07 13:36:06|
1680|5005481|230|2|2026-01-06|2026-01-06 13:16:01|
1733|5036067|640|2|2026-01-02|2026-01-02 15:19:01|
1669|5000031|510|2|2026-01-08|2026-01-08 09:37:00|
3949|6000016|670|2|2026-01-22|2026-01-22 11:38:01|
1680|6011239|240|1|2026-01-15|2026-01-15 18:33:17|
1733|6002732|640|3|2026-01-28|2026-01-28 17:50:03|
1680|6002465|800|2|2026-01-21|2026-01-21 15:15:05|
1669|5023789|430|1|2025-12-29|2026-01-08 14:57:00|
1680|6002462|800|2|2026-01-14|2026-01-14 13:26:02|
3147|5025450|650|2|2026-01-08|2026-01-08 09:39:01|
1680|6002463|800|2|2026-01-14|2026-01-14 13:26:02|
1680|5031265|800|2|2026-01-27|2026-01-27 17:00:03|
1669|6001581|810|3|2025-12-23|2026-01-17 10:48:00|
3147|5000150|470|2|2026-01-08|2026-01-08 14:05:01|
3147|5005609|850|1|2025-12-12|2026-01-20 14:43:15|
1669|6004061|430|1|2026-01-28|2026-01-30 16:55:04|
3949|5000727|672|5|2025-12-31|2026-01-06 15:56:01|
1669|5023883|430|5|2025-12-31|2026-01-05 16:50:01|
1680|6005533|230|3|2025-12-31|2026-01-07 17:26:00|
1680|6011242|240|1|2026-01-16|2026-01-16 18:26:14|
3949|5060533|071|5|2025-12-29|2026-01-08 14:45:01|
1680|6005538|230|3|2025-12-31|2026-01-08 20:51:01|
1680|6011257|240|2|2026-01-21|2026-01-21 18:27:08|
1680|5031296|800|1|2025-12-01|2026-01-09 15:43:03|
3949|5104883|071|2|2026-01-09|2026-01-09 10:46:01|
1680|5018471|800|1|2025-12-30|2026-01-08 15:33:12|
1680|6011275|240|2|2026-01-28|2026-01-28 18:10:03|
1680|5031275|800|2|2026-01-08|2026-01-08 16:47:00|
3147|5038653|470|2|2026-01-29|2026-01-29 22:06:01|
1680|6000841|800|2|2026-01-16|2026-01-16 16:47:01|
3949|5001070|071|2|2026-01-05|2026-01-05 17:30:07|
3949|5104818|071|2|2026-01-07|2026-01-07 14:41:01|
1680|5050298|800|2|2026-01-07|2026-01-07 15:51:02|
3147|5038318|470|2|2026-01-08|2026-01-08 18:42:00|
1680|5031269|800|1|2025-12-01|2026-01-13 11:21:08|
1680|5070755|240|1|2025-12-19|2026-01-07 16:49:07|
1680|6000839|800|2|2026-01-13|2026-01-13 11:59:01|
1680|6005538|230|2|2026-01-08|2026-01-08 20:51:01|
1680|5092193|240|1|2025-12-11|2026-01-09 14:53:03|
1680|6011229|240|2|2026-01-09|2026-01-09 19:07:12|
1669|5023789|430|2|2026-01-08|2026-01-08 14:57:00|
1669|6900377|510|2|2025-12-29|2026-01-05 15:03:01|
1680|6005539|230|2|2026-01-07|2026-01-07 18:47:00|
1680|5031289|800|2|2026-01-12|2026-01-12 12:44:02|
3949|5060536|070|2|2026-01-06|2026-01-06 11:37:02|
1669|5023804|430|2|2026-01-05|2026-01-05 14:38:01|
3147|6001327|470|2|2026-01-27|2026-01-27 11:33:01|
3949|5060527|070|5|2025-12-31|2026-01-02 19:43:01|
1680|5031288|800|2|2026-01-09|2026-01-09 16:55:04|
3147|5005570|850|2|2026-01-09|2026-01-09 23:47:03|
1680|6024633|240|2|2026-01-23|2026-01-23 18:49:01|
1680|6011248|240|2|2026-01-17|2026-01-17 12:44:03|
3569|5000186|120|1|2025-12-01|2026-01-05 09:31:02|
3949|5000727|672|2|2026-01-06|2026-01-06 15:56:01|
3949|5060552|071|2|2026-01-05|2026-01-05 14:30:05|
1680|6001092|230|3|2026-01-28|2026-01-28 13:53:01|
3147|6000341|521|5|2025-12-05|2026-01-15 10:30:01|
3949|6000024|670|3|2026-01-28|2026-01-28 11:56:00|
1680|5070756|240|2|2026-01-07|2026-01-07 15:02:02|
1680|6024624|240|2|2026-01-20|2026-01-20 18:31:03|
1680|6011263|240|2|2026-01-23|2026-01-23 16:59:04|
1680|6024610|240|2|2026-01-14|2026-01-14 17:57:02|
1680|6002459|800|2|2026-01-14|2026-01-14 13:24:03|
1680|5070752|240|2|2026-01-07|2026-01-07 16:34:06|
1680|5005478|230|1|2025-12-30|2026-01-07 12:19:01|
1680|5035184|800|5|2025-12-16|2026-01-08 10:55:00|
1680|6011260|240|1|2026-01-22|2026-01-22 18:35:09|
3949|5104855|071|2|2026-01-08|2026-01-08 15:44:01|
3949|5060545|071|1|2025-12-26|2026-01-08 19:55:01|
1680|6011245|240|1|2026-01-16|2026-01-16 17:19:04|
1680|5005477|230|2|2026-01-06|2026-01-06 19:04:02|
1680|6002470|800|2|2026-01-20|2026-01-20 15:49:02|
3147|5005657|850|2|2026-01-08|2026-01-08 21:10:03|
1680|6011251|240|2|2026-01-20|2026-01-20 17:55:02|
1680|6002456|800|2|2026-01-14|2026-01-14 13:24:04|
1680|5000283|230|1|2025-12-30|2026-01-07 12:44:01|
1680|6005533|230|2|2026-01-07|2026-01-07 17:26:00|
3949|5104842|071|1|2025-12-22|2026-01-13 15:07:01|
1680|5031287|800|1|2025-12-01|2026-01-09 15:43:02|
1680|6000836|800|2|2025-12-17|2026-01-13 17:41:09|
1680|6011225|240|2|2026-01-09|2026-01-09 19:07:07|
1680|6011254|240|1|2026-01-20|2026-01-20 18:30:09|
1680|5018471|800|2|2026-01-08|2026-01-08 15:33:12|
1680|6002487|800|3|2026-01-16|2026-01-16 15:47:01|
1669|5003243|510|2|2026-01-07|2026-01-07 17:18:01|
1680|6024634|240|1|2026-01-23|2026-01-23 19:33:04|
3949|5104876|071|1|2025-12-11|2026-01-07 14:47:09|
1680|6000837|800|3|2026-01-13|2026-01-13 12:09:02|
1680|6002482|800|3|2026-01-16|2026-01-16 09:57:00|
1680|5034296|800|2|2026-01-05|2026-01-05 15:26:03|
1680|6011241|240|2|2026-01-16|2026-01-16 18:26:13|
1680|6002457|800|3|2026-01-14|2026-01-14 13:24:04|
1669|5023790|430|2|2026-01-08|2026-01-08 16:21:00|
1680|5005479|230|2|2026-01-06|2026-01-06 19:04:01|
1669|5023883|430|2|2026-01-05|2026-01-05 16:50:01|
1733|5000320|640|2|2026-01-08|2026-01-08 14:31:02|
1680|5031293|800|2|2026-01-08|2026-01-08 16:47:02|
1680|6011223|240|1|2026-01-09|2026-01-09 19:07:05|
3147|5024156|650|5|2025-12-05|2026-01-07 10:21:00|
1680|6011223|240|2|2026-01-09|2026-01-09 19:07:05|
1680|5000422|230|5|2025-12-31|2026-01-05 16:21:02|
1680|6024620|240|1|2026-01-19|2026-01-19 12:43:04|
1680|5000389|230|5|2025-12-31|2026-01-06 12:40:00|
3147|5038699|470|2|2026-01-08|2026-01-08 18:39:00|
1680|6002501|800|3|2026-01-26|2026-01-26 15:35:04|
1669|6900345|430|2|2025-12-30|2026-01-03 11:03:02|
3949|5004822|160|2|2026-01-08|2026-01-08 18:28:07|
1669|5000030|510|1|2025-12-16|2026-01-08 09:03:00|
1680|5005525|230|1|2025-12-30|2026-01-08 13:06:00|
1680|6011259|240|2|2026-01-22|2026-01-22 18:35:09|
3949|5000067|480|1|2025-12-19|2026-01-08 18:38:03|
1680|5070750|240|2|2026-01-07|2026-01-07 16:45:04|
1680|6000841|800|3|2026-01-16|2026-01-16 16:47:01|
1680|6001093|230|2|2026-01-28|2026-01-28 13:53:02|
3147|5038481|470|2|2026-01-29|2026-01-29 19:09:00|
1669|6900415|510|2|2026-01-21|2026-01-21 13:38:01|
1680|5100844|240|1|2025-12-12|2026-01-08 10:48:07|
3949|5104862|071|1|2025-12-22|2026-01-08 15:39:05|
3147|6001325|470|3|2026-01-21|2026-01-21 17:57:01|
1680|5035180|800|2|2026-01-19|2026-01-19 16:02:02|
1680|5000278|230|1|2025-12-26|2026-01-07 13:43:00|
1680|6002488|800|3|2026-01-21|2026-01-21 15:34:01|
1680|6011266|240|1|2026-01-23|2026-01-23 16:59:07|
1680|6024629|240|1|2026-01-21|2026-01-21 14:04:04|
3949|5000730|672|2|2026-01-02|2026-01-02 12:14:00|
3129|6000603|240|1|2025-11-02|2026-01-21 12:03:03|
1669|5023760|430|5|2025-12-31|2026-01-06 16:51:01|
1680|5000483|230|1|2025-12-01|2026-01-07 16:53:00|
1680|6011281|240|2|2026-01-30|2026-01-30 17:42:04|
1680|6024621|240|2|2026-01-19|2026-01-19 12:53:03|
1680|6000833|800|2|2025-12-15|2026-01-13 17:35:02|
1733|5000319|640|2|2026-01-08|2026-01-08 14:13:01|
1680|5035200|800|2|2026-01-12|2026-01-12 17:12:02|
3949|5104864|071|2|2026-01-08|2026-01-08 19:12:01|
1680|6024601|240|1|2026-01-13|2026-01-13 14:57:04|
3147|5038481|470|1|2025-12-12|2026-01-29 19:09:00|
1680|6001093|230|3|2026-01-28|2026-01-28 13:53:02|
1680|6011262|240|1|2026-01-22|2026-01-22 18:35:11|
1680|6011270|240|2|2026-01-23|2026-01-23 18:46:04|
1680|5031277|800|1|2025-12-01|2026-01-13 10:44:01|
3147|6000328|850|1|2025-09-30|2026-01-21 12:46:09|
3147|6001296|470|3|2026-01-21|2026-01-21 12:54:01|
1680|6002490|800|2|2026-01-16|2026-01-16 16:06:07|
1680|5050307|800|2|2026-01-07|2026-01-07 14:57:02|
1680|6000821|800|3|2026-01-07|2026-01-07 16:47:01|
3575|5000112|110|2|2026-01-02|2026-01-02 18:15:01|
1680|6024602|240|2|2026-01-14|2026-01-14 12:45:03|
1680|6002477|800|3|2026-01-16|2026-01-16 15:01:02|
1669|5023619|430|2|2026-01-08|2026-01-08 15:21:01|
1680|5035188|800|2|2026-01-06|2026-01-06 17:13:03|
3147|6000341|521|2|2026-01-08|2026-01-15 10:30:01|
1680|6002469|800|2|2026-01-20|2026-01-20 15:49:02|
1680|5092146|240|2|2026-01-07|2026-01-07 11:28:01|
1680|6011279|240|1|2026-01-30|2026-01-30 18:41:07|
3949|5060540|071|2|2026-01-09|2026-01-09 16:59:03|
1680|5000087|270|5|2025-12-31|2026-01-06 18:38:01|
3949|5000181|672|2|2026-01-07|2026-01-07 13:37:01|
1669|5000226|810|1|2025-12-16|2026-01-08 15:17:01|
1680|6011236|240|1|2026-01-15|2026-01-15 18:33:10|
1680|6002480|800|3|2026-01-16|2026-01-16 15:20:04|
3147|5005666|850|1|2025-12-04|2026-01-09 17:06:08|
1680|5050296|800|2|2026-01-08|2026-01-08 15:47:01|
3949|6000022|670|2|2026-01-28|2026-01-28 11:40:01|
3949|5104866|071|1|2025-12-26|2026-01-06 15:39:04|
1680|6002459|800|3|2026-01-14|2026-01-14 13:24:03|
1680|5070750|240|1|2025-12-17|2026-01-07 16:45:04|
3147|6001014|650|3|2026-01-20|2026-01-20 11:43:01|
1680|6001004|230|3|2026-01-19|2026-01-19 11:13:01|
3129|6000613|240|1|2025-12-01|2026-01-21 16:01:11|
1680|6024627|240|1|2026-01-22|2026-01-22 16:26:04|
1680|6011273|240|2|2026-01-27|2026-01-27 18:27:08|
1680|6011248|240|1|2026-01-17|2026-01-17 12:44:03|
1680|5031270|800|2|2026-01-09|2026-01-09 15:40:06|
3147|5037949|470|1|2025-12-05|2026-01-09 16:27:03|
1669|5000228|810|2|2026-01-08|2026-01-08 15:41:00|
3949|5104818|071|5|2025-12-01|2026-01-07 14:41:01|
1680|6002455|800|2|2026-01-14|2026-01-14 13:24:02|
1680|6011228|240|1|2026-01-09|2026-01-09 19:07:11|
1680|5031284|800|1|2025-12-01|2026-01-09 14:33:03|
3949|5004919|160|1|2025-12-27|2026-01-08 16:41:02|
1680|5092148|240|1|2025-12-30|2026-01-07 10:08:01|
1680|5092157|240|2|2026-01-08|2026-01-08 18:50:02|
3949|5000636|672|2|2026-01-02|2026-01-02 21:15:01|
1669|6900631|430|1|2025-12-27|2026-01-13 11:45:01|
3949|5104877|071|2|2026-01-09|2026-01-09 15:40:01|
1680|6000845|800|2|2026-01-16|2026-01-16 14:44:05|
1669|5000223|810|2|2026-01-08|2026-01-08 15:11:01|
3949|5060529|071|5|2025-12-31|2026-01-05 14:50:01|
1680|5031290|800|1|2025-12-01|2026-01-14 08:38:00|
3949|5104876|071|2|2026-01-07|2026-01-07 14:47:09|
1733|6002732|640|2|2026-01-28|2026-01-28 17:50:03|
1680|5000285|230|2|2026-01-07|2026-01-07 15:44:00|
1680|6011285|240|1|2026-01-31|2026-01-31 14:41:02|
1680|5031252|800|2|2026-01-28|2026-01-28 12:58:01|
1680|5031251|800|1|2025-12-01|2026-01-12 17:03:03|
1680|6011240|240|1|2026-01-15|2026-01-15 18:33:18|
1733|5036223|640|2|2026-01-07|2026-01-07 10:53:01|
3949|5060535|070|1|2025-12-31|2026-01-05 17:11:05|
1680|5050295|800|2|2026-01-07|2026-01-07 16:09:01|
3949|6000507|670|3|2026-01-26|2026-01-26 14:03:01|
3147|5038653|470|1|2025-12-19|2026-01-29 22:06:01|
1680|5092159|240|1|2025-12-16|2026-01-09 11:55:11|
3129|6000603|240|2|2025-12-17|2026-01-21 12:03:03|
3147|6001369|470|3|2026-01-23|2026-01-23 12:03:01|
1669|5023108|430|2|2026-01-06|2026-01-06 10:08:00|
1680|6024623|240|1|2026-01-20|2026-01-20 10:51:07|
1680|6011271|240|1|2026-01-23|2026-01-23 18:46:04|
1680|6024609|240|2|2026-01-14|2026-01-14 14:57:04|
1680|5000388|230|5|2025-12-31|2026-01-07 14:56:00|
1680|5070743|240|1|2025-12-22|2026-01-07 16:56:08|
3147|5005609|850|2|2026-01-20|2026-01-20 14:43:15|
3949|6000021|670|2|2026-01-28|2026-01-28 11:28:01|
1680|5031298|800|2|2026-01-29|2026-01-29 16:53:02|
1680|6024621|240|1|2026-01-19|2026-01-19 12:53:03|
3147|5038222|470|1|2025-12-04|2026-01-27 13:49:03|
1680|6011243|240|1|2026-01-16|2026-01-16 18:26:15|
1680|5000086|270|1|2025-12-31|2026-01-06 18:36:01|
1680|6011244|240|1|2026-01-16|2026-01-16 18:26:15|
1680|6011240|240|2|2026-01-15|2026-01-15 18:33:18|
1680|6002489|800|2|2026-01-16|2026-01-16 16:43:01|
3147|6001013|650|3|2026-01-13|2026-01-13 10:26:01|
1680|5031291|800|1|2025-12-01|2026-01-12 12:44:02|
1680|5050306|800|1|2025-12-03|2026-01-07 14:57:03|
3949|5060531|071|5|2025-12-31|2026-01-05 18:00:05|
1669|5000227|810|1|2025-12-27|2026-01-08 15:41:02|
1669|5022897|430|1|2025-12-27|2026-01-08 11:20:00|
3949|6000019|670|3|2026-01-26|2026-01-26 13:44:01|
3949|5060537|071|1|2025-12-29|2026-01-05 17:11:05|
1680|5050317|800|2|2026-01-07|2026-01-07 14:56:01|
1680|5035194|800|2|2026-01-06|2026-01-06 16:20:02|
1680|6011287|240|1|2026-01-31|2026-01-31 14:44:01|
1680|6011259|240|1|2026-01-22|2026-01-22 18:35:09|
1680|6002463|800|3|2026-01-14|2026-01-14 13:26:02|
1680|5005482|230|2|2026-01-06|2026-01-06 17:08:03|
1680|5070747|240|1|2025-12-02|2026-01-07 14:59:03|
1680|6011287|240|2|2026-01-31|2026-01-31 14:44:01|
1669|5023790|430|1|2025-12-29|2026-01-08 16:21:00|
1680|6001003|230|2|2026-01-19|2026-01-19 11:13:01|
3147|5023953|650|1|2025-12-31|2026-01-08 16:14:00|
1680|6011282|240|1|2026-01-30|2026-01-30 17:41:02|
1680|6000838|800|2|2026-01-13|2026-01-13 12:04:00|
1680|5005483|230|2|2026-01-06|2026-01-06 17:36:00|
1669|5000225|810|2|2026-01-08|2026-01-08 15:37:00|
1680|5050296|800|5|2025-12-31|2026-01-08 15:47:01|
3949|5004816|160|1|2025-12-27|2026-01-08 12:24:01|
1680|5000424|230|2|2026-01-05|2026-01-05 16:21:02|
1680|6024615|240|2|2026-01-15|2026-01-15 19:51:04|
1680|6011280|240|2|2026-01-30|2026-01-30 18:41:08|
1680|6011282|240|2|2026-01-30|2026-01-30 17:41:02|
3949|5004812|160|1|2025-12-31|2026-01-08 16:50:09|
3949|6000019|670|2|2026-01-26|2026-01-26 13:44:01|
3129|5026337|240|1|2025-12-01|2026-01-14 09:03:03|
3147|6001294|470|3|2026-01-22|2026-01-22 12:41:01|
1680|5031291|800|2|2026-01-12|2026-01-12 12:44:02|
1680|5070756|240|1|2025-12-08|2026-01-07 15:02:02|
1680|5087442|240|5|2025-12-30|2026-01-23 11:10:08|
1680|6002885|240|1|2024-05-28|2026-01-14 17:45:08|
1680|5031262|800|2|2026-01-09|2026-01-09 16:39:03|
3147|5038407|470|1|2025-12-23|2026-01-08 15:18:01|
1680|5031277|800|2|2026-01-13|2026-01-13 10:44:01|
1669|6007883|430|2|2026-01-19|2026-01-19 14:05:01|
3949|5000176|670|2|2026-01-08|2026-01-08 13:44:01|
1669|6000815|510|2|2026-01-31|2026-01-31 11:06:01|
3147|5005610|850|1|2025-12-19|2026-01-26 19:51:12|
1680|5070812|240|2|2026-01-08|2026-01-08 15:15:03|
1669|5023619|430|1|2025-12-27|2026-01-08 15:21:01|
3949|5004816|160|2|2026-01-08|2026-01-08 12:24:01|
1680|6002490|800|3|2026-01-16|2026-01-16 16:06:07|
3949|5104860|071|2|2026-01-08|2026-01-08 15:41:00|
1680|5031297|800|2|2026-01-09|2026-01-09 15:43:03|
1680|6000836|800|3|2025-12-17|2026-01-13 17:41:09|
3949|5000068|480|2|2026-01-08|2026-01-08 15:25:02|
3147|5005666|850|2|2026-01-09|2026-01-09 17:06:08|
1680|6011228|240|2|2026-01-09|2026-01-09 19:07:11|
1680|6000849|800|2|2026-01-16|2026-01-16 17:01:00|
1669|5023940|430|2|2026-01-09|2026-01-09 11:04:00|
1680|6000835|800|3|2025-12-15|2026-01-13 17:41:08|
1733|6002677|640|2|2026-01-28|2026-01-28 18:13:05|
1680|6011237|240|2|2026-01-15|2026-01-15 18:33:13|
1680|6024617|240|1|2026-01-16|2026-01-16 16:16:08|
3147|6001388|470|3|2026-01-26|2026-01-26 16:05:02|
3949|5001068|070|2|2026-01-05|2026-01-05 19:55:00|
1680|6001092|230|2|2026-01-28|2026-01-28 13:53:01|
1680|6011241|240|1|2026-01-16|2026-01-16 18:26:13|
3147|5009246|521|5|2025-12-05|2026-01-08 18:30:01|
1680|6024612|240|1|2026-01-15|2026-01-15 18:47:07|
3949|6010001|670|2|2026-01-08|2026-01-08 23:31:01|
1680|5031255|800|1|2025-12-01|2026-01-14 18:05:04|
1680|6002482|800|2|2026-01-16|2026-01-16 09:57:00|
1680|6002473|800|3|2026-01-21|2026-01-21 15:15:06|
1680|6011286|240|2|2026-01-31|2026-01-31 14:41:03|
1680|6002481|800|3|2026-01-16|2026-01-16 09:43:02|
3949|5001069|071|5|2025-12-01|2026-01-05 17:33:04|
3147|6001295|470|2|2026-01-21|2026-01-21 11:53:01|
1680|5035179|800|2|2026-01-07|2026-01-07 16:01:01|
1680|5050301|800|5|2025-12-31|2026-01-07 13:03:02|
1680|6011262|240|2|2026-01-22|2026-01-22 18:35:11|
1680|5035191|800|2|2026-01-08|2026-01-08 17:13:00|
1680|6024631|240|1|2026-01-23|2026-01-23 18:47:02|
1680|5092193|240|2|2026-01-09|2026-01-09 14:53:03|
1680|5035179|800|5|2025-12-31|2026-01-07 16:01:01|
1680|6002480|800|2|2026-01-16|2026-01-16 15:20:04|
1869|6000035|180|2|2026-01-21|2026-01-21 16:02:00|
3147|5038781|470|2|2026-01-29|2026-01-29 22:00:01|
1680|5031279|800|1|2025-12-01|2026-01-08 16:47:03|
3949|6310001|670|2|2026-01-08|2026-01-08 14:33:01|
3949|5003053|672|5|2025-12-31|2026-01-08 12:27:00|
1680|5031268|800|1|2025-12-01|2026-01-12 16:00:01|
3949|5060525|071|5|2025-12-31|2026-01-07 15:09:01|
3949|5060538|071|2|2026-01-06|2026-01-06 14:21:01|
3949|5104869|071|1|2025-12-09|2026-01-08 19:15:01|
1680|5031270|800|1|2025-12-01|2026-01-09 15:40:06|
3147|5005612|850|1|2025-12-30|2026-01-26 19:52:11|
1680|6002502|800|3|2026-01-26|2026-01-26 13:32:00|
3949|5104840|071|2|2026-01-14|2026-01-14 15:39:02|
1669|5000030|510|2|2026-01-08|2026-01-08 09:03:00|
1680|5031264|800|1|2025-12-01|2026-01-08 10:38:00|
1680|5035200|800|5|2026-01-01|2026-01-12 17:12:02|
1680|5035183|800|5|2025-12-31|2026-01-06 15:38:13|
3949|5060539|071|2|2026-01-09|2026-01-09 16:59:04|
1680|5031252|800|1|2025-12-01|2026-01-28 12:58:01|
1680|6002466|800|3|2026-01-21|2026-01-21 15:15:02|
1680|5035183|800|2|2026-01-06|2026-01-06 15:38:13|
1680|6011236|240|2|2026-01-15|2026-01-15 18:33:10|
3949|6000017|670|2|2026-01-22|2026-01-22 11:38:02|
